,title,genres
1797,The Angry Birds Movie,Action
1797,The Angry Birds Movie,Adventure
1797,The Angry Birds Movie,Comedy
1797,The Angry Birds Movie,Family
1798,Young Adult,Comedy
1798,Young Adult,Drama
1799,Harold and Maude,Comedy
1799,Harold and Maude,Drama
1799,Harold and Maude,Romance
1800,Semi-Pro,Comedy
1800,Semi-Pro,Sport
1801,Road House,Action
1801,Road House,Thriller
1802,A Monster Calls,Adventure
1802,A Monster Calls,Drama
1802,A Monster Calls,Family
1802,A Monster Calls,Fantasy
1802,A Monster Calls,Thriller
1803,Enough Said,Comedy
1803,Enough Said,Drama
1803,Enough Said,Romance
1804,Thirteen,Drama
1805,The Best Years of Our Lives,Drama
1805,The Best Years of Our Lives,Romance
1805,The Best Years of Our Lives,War
1806,That Thing You Do!,Comedy
1806,That Thing You Do!,Drama
1806,That Thing You Do!,Music
1807,Beautiful Creatures,Drama
1807,Beautiful Creatures,Fantasy
1807,Beautiful Creatures,Romance
1808,Star Trek IV: The Voyage Home,Action
1808,Star Trek IV: The Voyage Home,Adventure
1808,Star Trek IV: The Voyage Home,Comedy
1808,Star Trek IV: The Voyage Home,Sci-Fi
1809,Boys Don't Cry,Biography
1809,Boys Don't Cry,Crime
1809,Boys Don't Cry,Drama
1809,Boys Don't Cry,Romance
1810,Sanctum,Action
1810,Sanctum,Adventure
1810,Sanctum,Drama
1810,Sanctum,Thriller
1811,Drishyam,Crime
1811,Drishyam,Drama
1811,Drishyam,Mystery
1811,Drishyam,Thriller
1812,Enes Batur,Comedy
1812,Enes Batur,Add content advisory
1813,Just Married,Comedy
1813,Just Married,Romance
1814,The Science of Sleep,Comedy
1814,The Science of Sleep,Drama
1814,The Science of Sleep,Fantasy
1814,The Science of Sleep,Romance
1815,"Paris, je t'aime",Comedy
1815,"Paris, je t'aime",Drama
1815,"Paris, je t'aime",Romance
1816,Notorious,Drama
1816,Notorious,Film-Noir
1816,Notorious,Romance
1816,Notorious,Thriller
1817,High Noon,Drama
1817,High Noon,Thriller
1817,High Noon,Western
1818,Andrei Rublev,Biography
1818,Andrei Rublev,Drama
1818,Andrei Rublev,History
1819,Dracula,Drama
1819,Dracula,Fantasy
1819,Dracula,Horror
1820,Tango & Cash,Action
1820,Tango & Cash,Comedy
1820,Tango & Cash,Crime
1820,Tango & Cash,Thriller
1821,Green Room,Horror
1821,Green Room,Music
1821,Green Room,Thriller
1822,Europa Report,Adventure
1822,Europa Report,Drama
1822,Europa Report,Mystery
1822,Europa Report,Sci-Fi
1822,Europa Report,Thriller
1823,The Pacifier,Action
1823,The Pacifier,Comedy
1823,The Pacifier,Drama
1823,The Pacifier,Family
1824,The Full Monty,Comedy
1824,The Full Monty,Drama
1825,The Sword in the Stone,Animation
1825,The Sword in the Stone,Adventure
1825,The Sword in the Stone,Comedy
