,title,genres
870,Volcano,Sci-Fi
870,Volcano,Thriller
871,Four Lions,Comedy
871,Four Lions,Crime
871,Four Lions,Drama
872,Frida,Biography
872,Frida,Drama
872,Frida,Romance
873,Suspiria.1,Drama
873,Suspiria.1,Fantasy
873,Suspiria.1,Horror
873,Suspiria.1,Mystery
873,Suspiria.1,Thriller
874,Blood Father,Action
874,Blood Father,Crime
874,Blood Father,Drama
874,Blood Father,Thriller
875,The Longest Day,Action
875,The Longest Day,Drama
875,The Longest Day,History
875,The Longest Day,War
876,Live and Let Die,Action
876,Live and Let Die,Adventure
876,Live and Let Die,Thriller
877,The Postman,Action
877,The Postman,Adventure
877,The Postman,Drama
877,The Postman,Sci-Fi
878,Love,Drama
878,Love,Romance
879,Nebraska,Adventure
879,Nebraska,Comedy
879,Nebraska,Drama
880,Under the Tuscan Sun,Comedy
880,Under the Tuscan Sun,Drama
880,Under the Tuscan Sun,Romance
881,Harvey,Comedy
881,Harvey,Drama
881,Harvey,Fantasy
882,Seabiscuit,Drama
882,Seabiscuit,History
882,Seabiscuit,Sport
883,Okja,Action
883,Okja,Adventure
883,Okja,Drama
883,Okja,Sci-Fi
884,The Longest Ride,Comedy
884,The Longest Ride,Drama
884,The Longest Ride,Romance
884,The Longest Ride,Western
885,Wild Card,Action
885,Wild Card,Crime
885,Wild Card,Drama
885,Wild Card,Thriller
886,Eden Lake,Horror
886,Eden Lake,Thriller
887,Charlie St. Cloud,Drama
887,Charlie St. Cloud,Fantasy
887,Charlie St. Cloud,Romance
888,The Guilty.1,Crime
888,The Guilty.1,Drama
888,The Guilty.1,Thriller
889,August Rush,Drama
889,August Rush,Music
890,The Book of Life,Animation
890,The Book of Life,Adventure
890,The Book of Life,Comedy
890,The Book of Life,Family
890,The Book of Life,Fantasy
890,The Book of Life,Musical
890,The Book of Life,Romance
891,Outlander,Action
891,Outlander,Adventure
891,Outlander,Sci-Fi
892,xXx: State of the Union,Action
892,xXx: State of the Union,Adventure
892,xXx: State of the Union,Crime
892,xXx: State of the Union,Sci-Fi
892,xXx: State of the Union,Thriller
893,Take Shelter,Drama
893,Take Shelter,Sci-Fi
893,Take Shelter,Thriller
894,Wolf Creek,Horror
894,Wolf Creek,Thriller
895,La Vie En Rose,Biography
895,La Vie En Rose,Drama
895,La Vie En Rose,Music
895,La Vie En Rose,Romance
896,V/H/S,Horror
896,V/H/S,Thriller
897,The Kite Runner,Drama
898,Father of the Bride,Comedy
898,Father of the Bride,Family
898,Father of the Bride,Romance
899,Children of Heaven,Drama
899,Children of Heaven,Family
899,Children of Heaven,Sport
900,Hotel Mumbai,Action
900,Hotel Mumbai,Drama
900,Hotel Mumbai,History
900,Hotel Mumbai,Thriller
901,The Messenger: The Story of Joan of Arc,Adventure
901,The Messenger: The Story of Joan of Arc,Biography
901,The Messenger: The Story of Joan of Arc,Drama
901,The Messenger: The Story of Joan of Arc,History
901,The Messenger: The Story of Joan of Arc,War
902,The Harder They Fall,Action
902,The Harder They Fall,Drama
902,The Harder They Fall,Western
903,The Box,Drama
903,The Box,Mystery
903,The Box,Thriller
904,Whip It,Drama
904,Whip It,Sport
905,Flatliners,Drama
905,Flatliners,Horror
905,Flatliners,Sci-Fi
905,Flatliners,Thriller
906,Walk of Shame,Comedy
907,Scary Stories to Tell in the Dark,Adventure
907,Scary Stories to Tell in the Dark,Horror
907,Scary Stories to Tell in the Dark,Mystery
908,Vampires,Action
908,Vampires,Horror
908,Vampires,Thriller
909,Duck Soup,Comedy
909,Duck Soup,Musical
910,12 Strong,Action
910,12 Strong,Drama
910,12 Strong,History
910,12 Strong,War
911,Slither,Comedy
911,Slither,Horror
911,Slither,Sci-Fi
912,Everybody's Fine,Adventure
912,Everybody's Fine,Drama
913,The Warriors,Action
913,The Warriors,Crime
913,The Warriors,Thriller
914,Fast Times at Ridgemont High,Comedy
914,Fast Times at Ridgemont High,Drama
915,The Cabinet of Dr. Caligari,Horror
915,The Cabinet of Dr. Caligari,Mystery
915,The Cabinet of Dr. Caligari,Thriller
916,Mean Streets,Crime
916,Mean Streets,Drama
916,Mean Streets,Thriller
917,A River Runs Through It,Drama
918,Sadak 2,Action
918,Sadak 2,Drama
919,A Perfect World,Crime
919,A Perfect World,Drama
919,A Perfect World,Thriller
920,Elektra,Action
920,Elektra,Adventure
920,Elektra,Crime
920,Elektra,Fantasy
921,Badlands,Action
921,Badlands,Crime
921,Badlands,Drama
922,Eight Below,Adventure
922,Eight Below,Drama
922,Eight Below,Family
923,What to Expect When You're Expecting,Comedy
923,What to Expect When You're Expecting,Drama
923,What to Expect When You're Expecting,Romance
924,Chungking Express,Comedy
924,Chungking Express,Crime
924,Chungking Express,Drama
924,Chungking Express,Mystery
924,Chungking Express,Romance
925,Monster-in-Law,Comedy
925,Monster-in-Law,Romance
926,Dark Waters,Biography
926,Dark Waters,Drama
926,Dark Waters,History
927,My Own Private Idaho,Drama
928,In the Valley of Elah,Crime
928,In the Valley of Elah,Drama
928,In the Valley of Elah,Mystery
929,How High,Comedy
929,How High,Fantasy
930,Special 26,Crime
930,Special 26,Drama
930,Special 26,Thriller
931,The Cell,Crime
931,The Cell,Horror
931,The Cell,Sci-Fi
931,The Cell,Thriller
932,A Cinderella Story,Comedy
932,A Cinderella Story,Family
932,A Cinderella Story,Romance
933,A Walk Among the Tombstones,Action
933,A Walk Among the Tombstones,Crime
933,A Walk Among the Tombstones,Drama
933,A Walk Among the Tombstones,Mystery
933,A Walk Among the Tombstones,Thriller
934,The Little Prince,Animation
934,The Little Prince,Adventure
934,The Little Prince,Drama
934,The Little Prince,Family
934,The Little Prince,Fantasy
935,The Tuxedo,Action
935,The Tuxedo,Comedy
935,The Tuxedo,Sci-Fi
936,Into the Blue,Action
936,Into the Blue,Adventure
936,Into the Blue,Crime
936,Into the Blue,Thriller
937,Dilwale Dulhania Le Jayenge,Drama
937,Dilwale Dulhania Le Jayenge,Romance
938,The Best Exotic Marigold Hotel,Comedy
938,The Best Exotic Marigold Hotel,Drama
938,The Best Exotic Marigold Hotel,Romance
939,The Guard,Comedy
939,The Guard,Crime
939,The Guard,Thriller
940,Bedtime Stories,Adventure
940,Bedtime Stories,Comedy
940,Bedtime Stories,Family
940,Bedtime Stories,Fantasy
940,Bedtime Stories,Romance
940,Bedtime Stories,Sci-Fi
941,Motherless Brooklyn,Crime
941,Motherless Brooklyn,Drama
941,Motherless Brooklyn,Mystery
942,Neon Genesis Evangelion: The End of Evangelion,Animation
942,Neon Genesis Evangelion: The End of Evangelion,Action
942,Neon Genesis Evangelion: The End of Evangelion,Drama
942,Neon Genesis Evangelion: The End of Evangelion,Sci-Fi
943,Shallow Grave,Crime
943,Shallow Grave,Thriller
944,The Outsiders,Crime
944,The Outsiders,Drama
945,Across the Universe,Drama
945,Across the Universe,Fantasy
945,Across the Universe,History
945,Across the Universe,Music
945,Across the Universe,Musical
945,Across the Universe,Romance
946,The Wicker Man.1,Horror
946,The Wicker Man.1,Mystery
946,The Wicker Man.1,Thriller
947,Rough Night,Comedy
948,A Nightmare on Elm Street,Crime
948,A Nightmare on Elm Street,Drama
948,A Nightmare on Elm Street,Horror
948,A Nightmare on Elm Street,Mystery
949,House of Sand and Fog,Crime
949,House of Sand and Fog,Drama
950,The House That Jack Built,Crime
950,The House That Jack Built,Drama
950,The House That Jack Built,Horror
951,Vacancy,Horror
951,Vacancy,Thriller
952,Arthur,Comedy
952,Arthur,Romance
953,Death Becomes Her,Comedy
953,Death Becomes Her,Fantasy
953,Death Becomes Her,Horror
954,The Amityville Horror,Horror
955,The Purple Rose of Cairo,Comedy
955,The Purple Rose of Cairo,Fantasy
955,The Purple Rose of Cairo,Romance
956,Eurovision Song Contest: The Story of Fire Saga,Comedy
956,Eurovision Song Contest: The Story of Fire Saga,Musical
957,"Sex, Lies, and Videotape",Drama
958,Diamonds Are Forever,Action
958,Diamonds Are Forever,Adventure
958,Diamonds Are Forever,Thriller
959,Blindness,Drama
959,Blindness,Mystery
959,Blindness,Sci-Fi
959,Blindness,Thriller
960,The Manchurian Candidate.1,Drama
960,The Manchurian Candidate.1,Thriller
961,Creep,Horror
961,Creep,Thriller
962,Firewall,Action
962,Firewall,Crime
962,Firewall,Thriller
963,Heartbreakers,Comedy
963,Heartbreakers,Crime
963,Heartbreakers,Romance
964,Straw Dogs,Crime
964,Straw Dogs,Drama
964,Straw Dogs,Thriller
965,Rio Bravo,Western
966,Waiting...,Comedy
967,Three Colors: White,Comedy
967,Three Colors: White,Drama
967,Three Colors: White,Romance
968,Apostle,Drama
968,Apostle,Fantasy
968,Apostle,Horror
968,Apostle,Mystery
968,Apostle,Thriller
969,Penelope,Comedy
969,Penelope,Fantasy
969,Penelope,Romance
970,Nightmare Alley,Crime
970,Nightmare Alley,Drama
970,Nightmare Alley,Thriller
971,Colossal,Comedy
971,Colossal,Drama
971,Colossal,Fantasy
971,Colossal,Sci-Fi
972,Cellular,Action
972,Cellular,Crime
972,Cellular,Thriller
973,The X Files,Drama
973,The X Files,Mystery
973,The X Files,Sci-Fi
973,The X Files,Thriller
974,Duplex,Comedy
975,Assassins,Action
975,Assassins,Crime
975,Assassins,Thriller
976,The General,Action
976,The General,Adventure
976,The General,Comedy
976,The General,Drama
976,The General,War
977,Kate & Leopold,Comedy
977,Kate & Leopold,Fantasy
977,Kate & Leopold,Romance
978,Ghosts of Girlfriends Past,Comedy
978,Ghosts of Girlfriends Past,Fantasy
978,Ghosts of Girlfriends Past,Romance
979,Little Women,Drama
979,Little Women,Family
979,Little Women,Romance
980,Marathon Man,Crime
980,Marathon Man,Thriller
981,Ong-Bak: The Thai Warrior,Action
981,Ong-Bak: The Thai Warrior,Crime
981,Ong-Bak: The Thai Warrior,Thriller
982,Timecrimes,Mystery
982,Timecrimes,Sci-Fi
982,Timecrimes,Thriller
983,Norbit,Comedy
983,Norbit,Romance
984,Iron Sky,Action
984,Iron Sky,Adventure
984,Iron Sky,Comedy
984,Iron Sky,Sci-Fi
985,Fear Street: Part Two - 1978,Drama
985,Fear Street: Part Two - 1978,Horror
985,Fear Street: Part Two - 1978,Mystery
986,Lady in the Water,Drama
986,Lady in the Water,Fantasy
986,Lady in the Water,Mystery
986,Lady in the Water,Thriller
987,The Jerk,Comedy
988,Selma,Biography
988,Selma,Drama
988,Selma,History
989,Executive Decision,Action
989,Executive Decision,Adventure
989,Executive Decision,Thriller
990,Shot Caller,Crime
990,Shot Caller,Drama
990,Shot Caller,Thriller
991,Ever After: A Cinderella Story,Comedy
991,Ever After: A Cinderella Story,Drama
991,Ever After: A Cinderella Story,Romance
992,Thir13en Ghosts,Fantasy
992,Thir13en Ghosts,Horror
993,Alive,Biography
993,Alive,Drama
993,Alive,Thriller
994,Ordinary People,Drama
995,Flipped,Comedy
995,Flipped,Drama
995,Flipped,Romance
996,Wag the Dog,Comedy
996,Wag the Dog,Drama
997,Out of Africa,Biography
997,Out of Africa,Drama
997,Out of Africa,Romance
998,Primer,Drama
998,Primer,Sci-Fi
998,Primer,Thriller
999,Premonition,Drama
999,Premonition,Fantasy
999,Premonition,Mystery
999,Premonition,Thriller
1000,Captive State,Action
1000,Captive State,Horror
1000,Captive State,Sci-Fi
1000,Captive State,Thriller
1001,The Hunt,Action
1001,The Hunt,Horror
1001,The Hunt,Thriller
1002,Ida,Drama
1003,Dil Chahta Hai,Comedy
1003,Dil Chahta Hai,Drama
1003,Dil Chahta Hai,Romance
1004,The King of Comedy,Comedy
1004,The King of Comedy,Crime
1004,The King of Comedy,Drama
1004,The King of Comedy,Thriller
1005,Speed Racer,Action
1005,Speed Racer,Adventure
1005,Speed Racer,Comedy
1005,Speed Racer,Drama
1005,Speed Racer,Family
1005,Speed Racer,Sci-Fi
1005,Speed Racer,Sport
1006,Persepolis,Animation
1006,Persepolis,Biography
1006,Persepolis,Drama
1006,Persepolis,History
1006,Persepolis,War
1007,Monster House,Animation
1007,Monster House,Comedy
1007,Monster House,Family
1007,Monster House,Fantasy
1007,Monster House,Mystery
1008,The Pledge,Crime
1008,The Pledge,Drama
1008,The Pledge,Mystery
1008,The Pledge,Thriller
1009,The Kissing Booth,Comedy
1009,The Kissing Booth,Romance
1010,Don Juan DeMarco,Comedy
1010,Don Juan DeMarco,Drama
1010,Don Juan DeMarco,Romance
1011,Master,Action
1011,Master,Thriller
1012,Dawn of the Dead,Horror
1012,Dawn of the Dead,Thriller
1013,Murder on the Orient Express,Crime
1013,Murder on the Orient Express,Drama
1013,Murder on the Orient Express,Mystery
1014,Soorarai Pottru,Drama
1015,K.G.F: Chapter 1,Action
1015,K.G.F: Chapter 1,Crime
1015,K.G.F: Chapter 1,Drama
1015,K.G.F: Chapter 1,Thriller
1016,"Spring, Summer, Fall, Winter... and Spring",Drama
1016,"Spring, Summer, Fall, Winter... and Spring",Romance
1017,A Bridge Too Far,Drama
1017,A Bridge Too Far,History
1017,A Bridge Too Far,War
1018,I Feel Pretty,Comedy
1018,I Feel Pretty,Romance
1019,Swiss Army Man,Comedy
1019,Swiss Army Man,Drama
1019,Swiss Army Man,Fantasy
1019,Swiss Army Man,Romance
1020,Baahubali: The Beginning,Action
1020,Baahubali: The Beginning,Drama
1021,A Very Harold & Kumar Christmas,Adventure
1021,A Very Harold & Kumar Christmas,Comedy
1022,Around the World in 80 Days,Action
1022,Around the World in 80 Days,Adventure
1022,Around the World in 80 Days,Comedy
1022,Around the World in 80 Days,Family
1022,Around the World in 80 Days,Western
1023,The Spy Who Dumped Me,Action
1023,The Spy Who Dumped Me,Adventure
1023,The Spy Who Dumped Me,Comedy
1024,The Best of Me,Drama
1024,The Best of Me,Romance
1025,Clue,Comedy
1025,Clue,Crime
1025,Clue,Mystery
1025,Clue,Thriller
1026,The Flintstones,Comedy
1026,The Flintstones,Family
1026,The Flintstones,Fantasy
1027,Season of the Witch,Action
1027,Season of the Witch,Adventure
1027,Season of the Witch,Fantasy
1028,Miami Vice,Action
1028,Miami Vice,Adventure
1028,Miami Vice,Crime
1028,Miami Vice,Drama
1028,Miami Vice,Thriller
1029,Open Water,Adventure
1029,Open Water,Drama
1029,Open Water,Horror
1029,Open Water,Thriller
1030,House at the End of the Street,Drama
1030,House at the End of the Street,Horror
1030,House at the End of the Street,Thriller
1031,What a Girl Wants,Comedy
1031,What a Girl Wants,Drama
1031,What a Girl Wants,Family
1031,What a Girl Wants,Romance
1032,Original Sin,Drama
1032,Original Sin,Mystery
1032,Original Sin,Romance
1032,Original Sin,Thriller
1033,Masterminds,Biography
1033,Masterminds,Comedy
1033,Masterminds,Crime
1034,Wonder Boys,Comedy
1034,Wonder Boys,Drama
1035,Lolita,Crime
1035,Lolita,Drama
1035,Lolita,Romance
1036,Heathers,Comedy
1036,Heathers,Crime
1037,Sense and Sensibility,Drama
1037,Sense and Sensibility,Romance
1038,Rumor Has It...,Comedy
1038,Rumor Has It...,Drama
1038,Rumor Has It...,Romance
1039,Punisher: War Zone,Action
1039,Punisher: War Zone,Crime
1039,Punisher: War Zone,Drama
1039,Punisher: War Zone,Thriller
1040,Sexy Beast,Crime
1040,Sexy Beast,Drama
1040,Sexy Beast,Thriller
1041,The Color of Money,Drama
1041,The Color of Money,Sport
1042,An Officer and a Gentleman,Drama
1042,An Officer and a Gentleman,Romance
1043,Mystery Men,Action
1043,Mystery Men,Comedy
1043,Mystery Men,Fantasy
1043,Mystery Men,Sci-Fi
1044,The Guest,Action
1044,The Guest,Mystery
1044,The Guest,Thriller
1045,Urban Legend,Horror
1045,Urban Legend,Mystery
1045,Urban Legend,Thriller
1046,Save the Last Dance,Drama
1046,Save the Last Dance,Music
1046,Save the Last Dance,Romance
1047,The City of Lost Children,Drama
1047,The City of Lost Children,Fantasy
1047,The City of Lost Children,Sci-Fi
1048,Fifty Shades Freed,Drama
1048,Fifty Shades Freed,Romance
1048,Fifty Shades Freed,Thriller
1049,Snitch,Action
1049,Snitch,Drama
1049,Snitch,Thriller
1050,Kalifornia,Crime
1050,Kalifornia,Drama
1050,Kalifornia,Thriller
1051,Grandma's Boy,Comedy
1052,Ouija,Horror
1052,Ouija,Mystery
1052,Ouija,Thriller
1053,Kal Ho Naa Ho,Comedy
1053,Kal Ho Naa Ho,Drama
1053,Kal Ho Naa Ho,Musical
1053,Kal Ho Naa Ho,Romance
1054,A Dangerous Method,Biography
1054,A Dangerous Method,Drama
1054,A Dangerous Method,Romance
1054,A Dangerous Method,Thriller
1055,Year One,Comedy
1056,Hackers,Crime
1056,Hackers,Drama
1056,Hackers,Romance
1056,Hackers,Thriller
1057,Finch,Adventure
1057,Finch,Drama
1057,Finch,Sci-Fi
1058,National Lampoon's Animal House,Comedy
1059,In the Mouth of Madness,Drama
1059,In the Mouth of Madness,Fantasy
1059,In the Mouth of Madness,Horror
1059,In the Mouth of Madness,Mystery
1059,In the Mouth of Madness,Thriller
1060,Driving Miss Daisy,Drama
1061,Appaloosa,Action
1061,Appaloosa,Crime
1061,Appaloosa,Drama
1061,Appaloosa,Romance
1061,Appaloosa,Western
1062,Freddy vs. Jason,Action
1062,Freddy vs. Jason,Horror
1063,Paddington,Adventure
1063,Paddington,Comedy
1063,Paddington,Family
1063,Paddington,Fantasy
1064,Funny Games,Crime
1064,Funny Games,Drama
1064,Funny Games,Thriller
1065,Timeline,Action
1065,Timeline,Adventure
1065,Timeline,Sci-Fi
1065,Timeline,War
1066,In the Heat of the Night,Drama
1066,In the Heat of the Night,Mystery
1066,In the Heat of the Night,Thriller
1067,Paranormal Activity 2,Horror
1067,Paranormal Activity 2,Mystery
1068,The Quick and the Dead,Action
1068,The Quick and the Dead,Romance
1068,The Quick and the Dead,Thriller
1068,The Quick and the Dead,Western
1069,Flubber,Comedy
1069,Flubber,Family
1069,Flubber,Sci-Fi
1070,Short Term 12,Drama
1071,Edge of Darkness,Action
1071,Edge of Darkness,Crime
1071,Edge of Darkness,Drama
1071,Edge of Darkness,Mystery
1071,Edge of Darkness,Thriller
1072,Chariots of Fire,Biography
1072,Chariots of Fire,Drama
1072,Chariots of Fire,Sport
1073,Nutty Professor II: The Klumps,Comedy
1073,Nutty Professor II: The Klumps,Romance
1073,Nutty Professor II: The Klumps,Sci-Fi
1074,The Final Destination,Action
1074,The Final Destination,Horror
1074,The Final Destination,Thriller
1075,House on Haunted Hill,Crime
1075,House on Haunted Hill,Fantasy
1075,House on Haunted Hill,Horror
1075,House on Haunted Hill,Mystery
1075,House on Haunted Hill,Thriller
1076,Project Almanac,Drama
1076,Project Almanac,Mystery
1076,Project Almanac,Sci-Fi
1076,Project Almanac,Thriller
1077,Can You Ever Forgive Me?,Biography
1077,Can You Ever Forgive Me?,Comedy
1077,Can You Ever Forgive Me?,Crime
1077,Can You Ever Forgive Me?,Drama
1078,The Basketball Diaries,Biography
1078,The Basketball Diaries,Crime
1078,The Basketball Diaries,Drama
