web-scraper-order,web-scraper-start-url,title,detail,detail-href,year,rate,duration,imdb_rating,num_vote,release_date,gross_us_can,gross_opening_weekend,gross_worldwide,Date
1647968897-1216,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Fast & Furious,Fast & Furious,https://www.imdb.com/title/tt1013752/?ref_=adv_li_tt,2009,PG-13,1h 47m,6.6,281K,"April 2, 2009 (Thailand)","$155,064,265 ","$70,950,500 ","$360,366,870 ","April 2, 2009"
1647968519-1135,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Cast Away,Cast Away,https://www.imdb.com/title/tt0162222/?ref_=adv_li_tt,2000,PG-13,2h 23m,7.8,572K,"December 22, 2000 (United States)","$233,632,142 ","$28,883,406 ","$429,632,142 ","December 22, 2000"
1647979993-3606,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Let Me In,Let Me In,https://www.imdb.com/title/tt1228987/?ref_=adv_li_tt,2010,R,1h 56m,7.1,120K,"October 1, 2010 (United States)","$12,134,935 ","$5,147,479 ","$27,093,592 ","October 1, 2010"
1647977510-3064,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",My Own Private Idaho,My Own Private Idaho,https://www.imdb.com/title/tt0102494/?ref_=adv_li_tt,1991,R,1h 44m,7,55K,"July 20, 1991 (Japan)","$6,401,336 ",null,"$6,401,336 ","July 20, 1991"
1647976551-2854,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Confessions of a Shopaholic,Confessions of a Shopaholic,https://www.imdb.com/title/tt1093908/?ref_=adv_li_tt,2009,PG,1h 44m,5.8,78K,"February 12, 2009 (Thailand)","$44,277,350 ","$15,066,360 ","$108,394,089 ","February 12, 2009"
1647967970-1017,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Notting Hill,Notting Hill,https://www.imdb.com/title/tt0125439/?ref_=adv_li_tt,1999,PG-13,2h 4m,7.2,301K,"July 30, 1999 (Thailand)","$116,089,678 ","$21,811,180 ","$363,889,678 ","July 30, 1999"
1647964402-278,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Ice Age 4: Continental Drift,Ice Age 4: Continental Drift,https://www.imdb.com/title/tt1667889/?ref_=adv_li_tt,2012,PG,1h 28m,6.5,204K,"July 12, 2012 (Thailand)","$161,321,843 ","$46,629,259 ","$877,244,782 ","July 12, 2012"
1647977651-3095,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Splash,Splash,https://www.imdb.com/title/tt0088161/?ref_=adv_li_tt,1984,PG,1h 51m,6.3,76K,"March 9, 1984 (United States)","$69,821,334 ","$6,174,059 ","$69,821,334 ","March 9, 1984"
1647971755-1810,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Deuce Bigalow: European Gigolo,Deuce Bigalow: European Gigolo,https://www.imdb.com/title/tt0367652/?ref_=adv_li_tt,2005,R,1h 23m,4.6,50K,"August 12, 2005 (United States)","$22,400,154 ","$9,626,287 ","$45,109,561 ","August 12, 2005"
1647967571-931,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Ben-Hur,Ben-Hur,https://www.imdb.com/title/tt0052618/?ref_=adv_li_tt,1959,G,3h 32m,8.1,234K,"November 18, 1959 (Canada)","$74,432,704 ","$241,792 ","$74,437,720 ","November 18, 1959"
1647969823-1411,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Ballad of Buster Scruggs,The Ballad of Buster Scruggs,https://www.imdb.com/title/tt6412452/?ref_=adv_li_tt,2018,R,2h 13m,7.3,140K,"November 9, 2018 (United States)",null,null,null,"November 9, 2018"
1647970450-1545,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",A Quiet Place Part II,A Quiet Place Part II,https://www.imdb.com/title/tt8332922/?ref_=adv_li_tt,2020,13,1h 37m,7.2,201K,"June 17, 2021 (Thailand)","$160,072,261 ","$47,547,231 ","$297,372,261 ","June 17, 2021"
1647975483-2621,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Night of the Hunter,The Night of the Hunter,https://www.imdb.com/title/tt0048424/?ref_=adv_li_tt,1955,Not Rated,1h 32m,8,88K,"July 27, 1955 (United States)",null,null,"$2,001 ","July 27, 1955"
1647973616-2213,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",All About My Mother,All About My Mother,https://www.imdb.com/title/tt0185125/?ref_=adv_li_tt,1999,R,1h 41m,7.8,95K,"April 16, 1999 (Spain)","$8,344,738 ","$50,362 ","$67,953,969 ","April 16, 1999"
1647963263-31,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Flags of Our Fathers,Flags of Our Fathers,https://www.imdb.com/title/tt0418689/?ref_=adv_li_tt,2006,R,2h 15m,7.1,122K,"October 20, 2006 (United States)","$33,602,376 ","$10,245,190 ","$65,900,249 ","October 20, 2006"
1647969792-1405,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Star Wars: Episode II - Attack of the Clones,Star Wars: Episode II - Attack of the Clones,https://www.imdb.com/title/tt0121765/?ref_=adv_li_tt,2002,PG,2h 22m,6.6,684K,"May 16, 2002 (Thailand)","$310,676,740 ","$80,027,814 ","$653,779,970 ","May 16, 2002"
1647973739-2240,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Meet the Spartans,Meet the Spartans,https://www.imdb.com/title/tt1073498/?ref_=adv_li_tt,2008,PG-13,1h 27m,2.8,107K,"January 25, 2008 (United States)","$38,233,676 ","$18,505,530 ","$85,897,593 ","January 25, 2008"
1647970581-1573,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Brothers,Brothers,https://www.imdb.com/title/tt0765010/?ref_=adv_li_tt,2009,R,1h 45m,7.1,122K,"January 7, 2010 (Thailand)","$28,544,157 ","$9,527,848 ","$43,474,578 ","January 7, 2010"
1647976890-2928,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Cry-Baby,Cry-Baby,https://www.imdb.com/title/tt0099329/?ref_=adv_li_tt,1990,G,1h 25m,6.5,59K,"April 6, 1990 (United States)","$8,266,343 ","$3,004,905 ","$8,266,343 ","April 6, 1990"
1647965051-411,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Tomorrow Never Dies,Tomorrow Never Dies,https://www.imdb.com/title/tt0120347/?ref_=adv_li_tt,1997,PG-13,1h 59m,6.5,191K,"March 6, 1998 (Thailand)","$125,304,276 ","$25,143,007 ","$333,011,068 ","March 6, 1998"
1647979151-3424,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Cheaper by the Dozen 2,Cheaper by the Dozen 2,https://www.imdb.com/title/tt0452598/?ref_=adv_li_tt,2005,PG,1h 34m,5.5,58K,"January 19, 2006 (Thailand)","$82,571,173 ","$9,309,387 ","$130,154,568 ","January 19, 2006"
1647971214-1707,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Lighthouse,The Lighthouse,https://www.imdb.com/title/tt7984734/?ref_=adv_li_tt,2019,R,1h 49m,7.4,193K,"October 25, 2019 (Canada)","$10,867,104 ","$427,797 ","$18,124,206 ","October 25, 2019"
1647971391-1744,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",No Time to Die,No Time to Die,https://www.imdb.com/title/tt2382320/?ref_=adv_li_tt,2021,PG-13,2h 43m,7.3,330K,"October 7, 2021 (Thailand)","$160,891,007 ","$55,225,007 ","$774,153,007 ","October 7, 2021"
1647965191-433,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Snow White and the Seven Dwarfs,Snow White and the Seven Dwarfs,https://www.imdb.com/title/tt0029583/?ref_=adv_li_tt,1937,Approved,1h 23m,7.6,194K,"February 4, 1938 (United States)","$184,925,486 ","$6,017,914 ","$184,925,486 ","February 4, 1938"
1647967170-844,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Pitch Black,Pitch Black,https://www.imdb.com/title/tt0134847/?ref_=adv_li_tt,2000,R,1h 49m,7.1,236K,"February 18, 2000 (United States)","$39,240,659 ","$11,577,688 ","$53,187,659 ","February 18, 2000"
1647974137-2327,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",21 & Over,21 & Over,https://www.imdb.com/title/tt1711425/?ref_=adv_li_tt,2013,18,1h 33m,5.8,74K,"March 1, 2013 (United States)","$25,682,380 ","$8,754,168 ","$48,065,672 ","March 1, 2013"
1647972267-1922,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Dead Snow,Dead Snow,https://www.imdb.com/title/tt1278340/?ref_=adv_li_tt,2009,Not Rated,1h 32m,6.3,67K,"January 9, 2009 (Norway)","$46,742 ","$5,363 ","$2,166,797 ","January 9, 2009"
1647968523-1136,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Cruel Intentions,Cruel Intentions,https://www.imdb.com/title/tt0139134/?ref_=adv_li_tt,1999,R,1h 37m,6.8,189K,"May 14, 1999 (Thailand)","$38,773,785 ","$13,020,565 ","$76,347,426 ","May 14, 1999"
1647965943-583,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Black Mass,Black Mass,https://www.imdb.com/title/tt1355683/?ref_=adv_li_tt,2015,R,2h 3m,6.9,177K,"September 18, 2015 (United States)","$62,575,678 ","$22,635,037 ","$99,775,678 ","September 18, 2015"
1647968344-1098,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Robin Hood: Men in Tights,Robin Hood: Men in Tights,https://www.imdb.com/title/tt0107977/?ref_=adv_li_tt,1993,PG-13,1h 44m,6.7,124K,"July 28, 1993 (United States)","$35,739,755 ","$6,841,830 ","$35,739,755 ","July 28, 1993"
1647976330-2806,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Crimson Tide,Crimson Tide,https://www.imdb.com/title/tt0112740/?ref_=adv_li_tt,1995,R,1h 56m,7.3,110K,"May 12, 1995 (United States)","$91,387,195 ","$18,612,190 ","$157,387,195 ","May 12, 1995"
1647966774-761,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Vertigo,Vertigo,https://www.imdb.com/title/tt0052357/?ref_=adv_li_tt,1958,PG,2h 8m,8.3,392K,"May 22, 1958 (United Kingdom)","$7,705,225 ","$252,880 ","$7,797,728 ","May 22, 1958"
1647978630-3310,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Outlaw King,Outlaw King,https://www.imdb.com/title/tt6679794/?ref_=adv_li_tt,2018,R,2h 1m,6.9,69K,"November 9, 2018 (United Kingdom)",null,null,null,"November 9, 2018"
1647967711-961,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Graduate,The Graduate,https://www.imdb.com/title/tt0061722/?ref_=adv_li_tt,1967,PG,1h 46m,8,268K,"December 21, 1967 (United States)","$104,945,305 ","$37,948 ","$105,015,008 ","December 21, 1967"
1647964741-351,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Sex and the City,Sex and the City,https://www.imdb.com/title/tt1000774/?ref_=adv_li_tt,2008,R,2h 25m,5.7,121K,"June 5, 2008 (Thailand)","$152,647,258 ","$57,038,404 ","$418,765,519 ","June 5, 2008"
1647968335-1096,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Lost World: Jurassic Park,The Lost World: Jurassic Park,https://www.imdb.com/title/tt0119567/?ref_=adv_li_tt,1997,PG-13,2h 9m,6.5,404K,"May 23, 1997 (United States)","$229,086,679 ","$72,132,785 ","$618,638,999 ","May 23, 1997"
1647974106-2320,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Dead Man,Dead Man,https://www.imdb.com/title/tt0112817/?ref_=adv_li_tt,1995,R,2h 1m,7.5,95K,"December 23, 1995 (Japan)","$1,037,847 ","$104,649 ","$1,085,079 ","December 23, 1995"
1647970770-1613,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",12 Angry Men,12 Angry Men,https://www.imdb.com/title/tt0050083/?ref_=adv_li_tt,1957,Approved,1h 36m,9,757K,"April 10, 1957 (United States)",null,null,$955 ,"April 10, 1957"
1647978224-3220,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Do the Right Thing,Do the Right Thing,https://www.imdb.com/title/tt0097216/?ref_=adv_li_tt,1989,R,2h,7.9,99K,"July 21, 1989 (United States)","$27,545,445 ","$3,563,535 ","$37,295,445 ","July 21, 1989"
1647974115-2322,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Man with the Iron Fists,The Man with the Iron Fists,https://www.imdb.com/title/tt1258972/?ref_=adv_li_tt,2012,18,1h 35m,5.4,62K,"November 2, 2012 (United States)","$15,634,090 ","$7,910,980 ","$20,546,518 ","November 2, 2012"
1647968202-1067,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Parent Trap,The Parent Trap,https://www.imdb.com/title/tt0120783/?ref_=adv_li_tt,1998,PG,2h 8m,6.6,133K,"July 29, 1998 (United States)","$66,308,518 ","$11,148,497 ","$92,108,659 ","July 29, 1998"
1647975883-2707,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Runaway Bride,Runaway Bride,https://www.imdb.com/title/tt0163187/?ref_=adv_li_tt,1999,PG,1h 56m,5.6,98K,"October 22, 1999 (Thailand)","$152,257,509 ","$35,055,556 ","$309,460,292 ","October 22, 1999"
1647966428-688,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Expendables 3,The Expendables 3,https://www.imdb.com/title/tt2333784/?ref_=adv_li_tt,2014,15,2h 6m,6.1,179K,"August 15, 2014 (Bulgaria)","$39,322,544 ","$15,879,645 ","$214,657,577 ","August 15, 2014"
1647969765-1399,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Life Is Beautiful,Life Is Beautiful,https://www.imdb.com/title/tt0118799/?ref_=adv_li_tt,1997,PG-13,1h 56m,8.6,672K,"March 12, 1999 (Thailand)","$57,563,264 ","$118,920 ","$230,098,753 ","March 12, 1999"
1647977394-3039,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Wild Hogs,Wild Hogs,https://www.imdb.com/title/tt0486946/?ref_=adv_li_tt,2007,PG-13,1h 40m,5.9,118K,"May 10, 2007 (Thailand)","$168,273,550 ","$39,699,023 ","$253,625,427 ","May 10, 2007"
1647966518-707,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Blues Brothers,The Blues Brothers,https://www.imdb.com/title/tt0080455/?ref_=adv_li_tt,1980,R,2h 13m,7.9,195K,"June 20, 1980 (United States)","$57,229,890 ","$4,858,152 ","$115,229,890 ","June 20, 1980"
1647968921-1221,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Mulan,Mulan,https://www.imdb.com/title/tt4566758/?ref_=adv_li_tt,2020,PG-13,1h 55m,5.7,143K,"September 4, 2020 (Thailand)",null,null,"$66,800,000 ","September 4, 2020"
1647964268-249,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Judge,The Judge,https://www.imdb.com/title/tt1872194/?ref_=adv_li_tt,2014,R,2h 21m,7.4,188K,"October 10, 2014 (United States)","$47,119,388 ","$13,116,226 ","$84,419,388 ","October 10, 2014"
1647969424-1327,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Rocky,Rocky,https://www.imdb.com/title/tt0075148/?ref_=adv_li_tt,1976,PG,2h,8.1,556K,"December 3, 1976 (United States)","$117,235,147 ",null,"$117,250,402 ","December 3, 1976"
1647970821-1624,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Uncut Gems,Uncut Gems,https://www.imdb.com/title/tt5727208/?ref_=adv_li_tt,2019,R,2h 15m,7.4,262K,"December 25, 2019 (United States)","$50,023,780 ","$537,242 ","$50,023,780 ","December 25, 2019"
1647977232-3004,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Paddington 2,Paddington 2,https://www.imdb.com/title/tt4468740/?ref_=adv_li_tt,2017,PG,1h 43m,7.8,72K,"January 4, 2018 (Thailand)","$40,907,738 ","$11,001,961 ","$227,994,792 ","January 4, 2018"
1647976505-2844,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",A View to a Kill,A View to a Kill,https://www.imdb.com/title/tt0090264/?ref_=adv_li_tt,1985,PG,2h 11m,6.3,96K,"May 24, 1985 (United States)","$50,327,960 ","$10,687,114 ","$50,327,960 ","May 24, 1985"
1647966701-746,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Bridge of Spies,Bridge of Spies,https://www.imdb.com/title/tt3682448/?ref_=adv_li_tt,2015,G,2h 22m,7.6,305K,"October 16, 2015 (India)","$72,313,754 ","$15,371,203 ","$165,478,348 ","October 16, 2015"
1647977782-3124,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Rock of Ages,Rock of Ages,https://www.imdb.com/title/tt1336608/?ref_=adv_li_tt,2012,PG-13,2h 3m,5.9,77K,"June 15, 2012 (United States)","$38,518,613 ","$14,437,269 ","$59,418,613 ","June 15, 2012"
