web-scraper-order,web-scraper-start-url,title,detail,detail-href,year,rate,duration,imdb_rating,num_vote,release_date,gross_us_can,gross_opening_weekend,gross_worldwide,Date
1647969114-1262,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Texas Chainsaw Massacre,The Texas Chainsaw Massacre,https://www.imdb.com/title/tt0324216/?ref_=adv_li_tt,2003,R,1h 38m,6.2,140K,"March 26, 2004 (Thailand)","$80,571,655 ","$29,100,000 ","$107,363,905 ","March 26, 2004"
1647968085-1042,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Aladdin,Aladdin,https://www.imdb.com/title/tt0103639/?ref_=adv_li_tt,1992,G,1h 30m,8.1,398K,"October 16, 1993 (Thailand)","$217,350,219 ","$196,664 ","$504,050,219 ","October 16, 1993"
1647971816-1823,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Dil Chahta Hai,Dil Chahta Hai,https://www.imdb.com/title/tt0292490/?ref_=adv_li_tt,2001,G,3h 3m,8.1,71K,"August 10, 2001 (India)",null,null,"$316,221 ","August 10, 2001"
1647970074-1463,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Crazy Rich Asians,Crazy Rich Asians,https://www.imdb.com/title/tt3104988/?ref_=adv_li_tt,2018,13,2h,6.9,164K,"August 15, 2018 (United States)","$174,837,452 ","$26,510,140 ","$238,843,729 ","August 15, 2018"
1647979728-3548,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Not Another Teen Movie,Not Another Teen Movie,https://www.imdb.com/title/tt0277371/?ref_=adv_li_tt,2001,R,1h 29m,5.7,104K,"December 14, 2001 (United States)","$38,252,284 ","$12,615,116 ","$66,468,985 ","December 14, 2001"
1647965485-486,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Dogma,Dogma,https://www.imdb.com/title/tt0120655/?ref_=adv_li_tt,1999,R,2h 10m,7.3,215K,"February 18, 2000 (Thailand)","$30,652,890 ","$8,669,945 ","$31,429,330 ","February 18, 2000"
1647970021-1452,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",A Quiet Place,A Quiet Place,https://www.imdb.com/title/tt6644200/?ref_=adv_li_tt,2018,15,1h 30m,7.5,502K,"April 6, 2018 (United States)","$188,024,361 ","$50,203,562 ","$340,952,971 ","April 6, 2018"
1647978325-3242,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Major League,Major League,https://www.imdb.com/title/tt0097815/?ref_=adv_li_tt,1989,R,1h 47m,7.2,68K,"April 7, 1989 (United States)","$49,797,148 ","$8,836,265 ","$49,797,148 ","April 7, 1989"
1647974243-2350,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Reign Over Me,Reign Over Me,https://www.imdb.com/title/tt0490204/?ref_=adv_li_tt,2007,R,2h 4m,7.4,96K,"March 23, 2007 (United States)","$19,661,987 ","$7,460,690 ","$22,242,388 ","March 23, 2007"
1647966474-698,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Metropolis,Metropolis,https://www.imdb.com/title/tt0017136/?ref_=adv_li_tt,1927,Not Rated,2h 33m,8.3,171K,"February 6, 1927 (France)","$1,236,166 ","$19,386 ","$1,349,711 ","February 6, 1927"
1647977973-3166,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Autopsy of Jane Doe,The Autopsy of Jane Doe,https://www.imdb.com/title/tt3289956/?ref_=adv_li_tt,2016,R,1h 26m,6.8,112K,"March 31, 2017 (United Kingdom)","$10,474 ",null,"$6,170,043 ","March 31, 2017"
1647975051-2526,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Murder by Numbers,Murder by Numbers,https://www.imdb.com/title/tt0264935/?ref_=adv_li_tt,2002,R,1h 55m,6.1,57K,"April 19, 2002 (United States)","$31,945,749 ","$9,307,394 ","$56,714,147 ","April 19, 2002"
1647969123-1264,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Hell or High Water,Hell or High Water,https://www.imdb.com/title/tt2582782/?ref_=adv_li_tt,2016,15,1h 42m,7.6,223K,"August 26, 2016 (United States)","$27,007,844 ","$621,329 ","$37,879,877 ","August 26, 2016"
1647978680-3321,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Steel Magnolias,Steel Magnolias,https://www.imdb.com/title/tt0098384/?ref_=adv_li_tt,1989,PG,1h 57m,7.3,53K,"November 22, 1989 (United States)","$84,614,512 ","$5,425,440 ","$96,759,512 ","November 22, 1989"
1647977018-2957,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Faster,Faster,https://www.imdb.com/title/tt1433108/?ref_=adv_li_tt,2010,R,1h 38m,6.4,106K,"February 24, 2011 (Thailand)","$23,240,020 ","$8,523,153 ","$35,626,958 ","February 24, 2011"
1647970986-1658,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",300,300,https://www.imdb.com/title/tt0416449/?ref_=adv_li_tt,2006,R,1h 57m,7.6,797K,"March 9, 2007 (Canada)","$210,629,101 ","$70,885,301 ","$456,082,343 ","March 9, 2007"
1647974194-2339,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Trance,Trance,https://www.imdb.com/title/tt1924429/?ref_=adv_li_tt,2013,R,1h 41m,6.9,113K,"March 27, 2013 (United Kingdom)","$2,328,743 ","$131,145 ","$24,261,569 ","March 27, 2013"
1647966161-630,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Southpaw,Southpaw,https://www.imdb.com/title/tt1798684/?ref_=adv_li_tt,2015,13,2h 4m,7.4,232K,"July 23, 2015 (Thailand)","$52,421,953 ","$16,701,294 ","$91,970,827 ","July 23, 2015"
1647973908-2277,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Windtalkers,Windtalkers,https://www.imdb.com/title/tt0245562/?ref_=adv_li_tt,2002,R,2h 14m,6.1,68K,"June 14, 2002 (United States)","$40,914,068 ","$14,520,412 ","$77,628,265 ","June 14, 2002"
1647965665-523,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Monsters University,Monsters University,https://www.imdb.com/title/tt1453405/?ref_=adv_li_tt,2013,G,1h 44m,7.3,348K,"August 1, 2013 (Thailand)","$268,492,764 ","$82,429,469 ","$743,559,645 ","August 1, 2013"
1647976844-2918,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Ferdinand,Ferdinand,https://www.imdb.com/title/tt3411444/?ref_=adv_li_tt,2017,PG,1h 48m,6.7,55K,"December 15, 2017 (United States)","$84,410,380 ","$13,401,586 ","$296,069,199 ","December 15, 2017"
1647969644-1373,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Full Metal Jacket,Full Metal Jacket,https://www.imdb.com/title/tt0093058/?ref_=adv_li_tt,1987,R,1h 56m,8.3,719K,"July 10, 1987 (United States)","$46,357,676 ","$2,217,307 ","$46,357,676 ","July 10, 1987"
1647971377-1741,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Joker,Joker,https://www.imdb.com/title/tt7286456/?ref_=adv_li_tt,2019,18,2h 2m,8.4,1.2M,"October 4, 2019 (Canada)","$335,477,657 ","$96,202,337 ","$1,074,445,730 ","October 4, 2019"
1647974576-2423,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Wicker Man,The Wicker Man,https://www.imdb.com/title/tt0450345/?ref_=adv_li_tt,2006,PG-13,1h 42m,3.7,67K,"October 26, 2006 (Thailand)","$23,649,127 ","$9,610,204 ","$38,805,380 ","October 26, 2006"
1647964136-220,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",RED 2,RED 2,https://www.imdb.com/title/tt1821694/?ref_=adv_li_tt,2013,PG-13,1h 56m,6.6,169K,"July 19, 2013 (Canada)","$53,262,560 ","$18,048,422 ","$148,075,565 ","July 19, 2013"
1647973776-2248,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Cabinet of Dr. Caligari,The Cabinet of Dr. Caligari,https://www.imdb.com/title/tt0010323/?ref_=adv_li_tt,1920,Not Rated,1h 16m,8,62K,"February 27, 1920 (Germany)","$8,811 ",null,"$8,811 ","February 27, 1920"
1647975141-2546,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Christopher Robin,Christopher Robin,https://www.imdb.com/title/tt4575576/?ref_=adv_li_tt,2018,PG,1h 44m,7.2,76K,"August 9, 2018 (Thailand)","$99,215,042 ","$24,585,139 ","$197,744,377 ","August 9, 2018"
1647966470-697,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Paul,Paul,https://www.imdb.com/title/tt1092026/?ref_=adv_li_tt,2011,R,1h 44m,7,248K,"June 23, 2011 (Thailand)","$37,412,945 ","$13,043,310 ","$97,984,015 ","June 23, 2011"
1647975325-2587,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Valentine's Day,Valentine's Day,https://www.imdb.com/title/tt0817230/?ref_=adv_li_tt,2010,PG-13,2h 5m,5.7,119K,"February 11, 2010 (Thailand)","$110,528,528 ","$56,260,707 ","$216,528,528 ","February 11, 2010"
1647965277-444,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Memoirs of a Geisha,Memoirs of a Geisha,https://www.imdb.com/title/tt0397535/?ref_=adv_li_tt,2005,PG-13,2h 25m,7.3,146K,"January 26, 2006 (Thailand)","$57,490,508 ","$682,504 ","$162,242,962 ","January 26, 2006"
1647975466-2617,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Lady in the Water,Lady in the Water,https://www.imdb.com/title/tt0452637/?ref_=adv_li_tt,2006,PG-13,1h 50m,5.5,99K,"July 20, 2006 (Thailand)","$42,285,169 ","$18,044,396 ","$72,785,169 ","July 20, 2006"
1647976792-2907,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Bride Wars,Bride Wars,https://www.imdb.com/title/tt0901476/?ref_=adv_li_tt,2009,PG,1h 29m,5.4,106K,"January 9, 2009 (United States)","$58,715,510 ","$21,058,173 ","$115,375,850 ","January 9, 2009"
1647965196-434,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",All About Eve,All About Eve,https://www.imdb.com/title/tt0042192/?ref_=adv_li_tt,1950,Passed,2h 18m,8.3,129K,"October 27, 1950 (United States)","$63,463 ","$10,177 ","$151,052 ","October 27, 1950"
1647978090-3191,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Why Him?,Why Him?,https://www.imdb.com/title/tt4501244/?ref_=adv_li_tt,2016,15,1h 51m,6.2,110K,"December 23, 2016 (United States)","$60,323,786 ","$11,002,986 ","$118,102,725 ","December 23, 2016"
1647974978-2510,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",I'm Not There,I'm Not There,https://www.imdb.com/title/tt0368794/?ref_=adv_li_tt,2007,R,2h 15m,6.8,58K,"November 28, 2007 (Canada)","$4,017,609 ","$730,819 ","$11,792,542 ","November 28, 2007"
1647977103-2976,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Menace II Society,Menace II Society,https://www.imdb.com/title/tt0107554/?ref_=adv_li_tt,1993,R,1h 37m,7.5,57K,"May 26, 1993 (United States)","$27,912,072 ","$3,816,393 ","$27,912,072 ","May 26, 1993"
1647963914-171,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Evolution,Evolution,https://www.imdb.com/title/tt0251075/?ref_=adv_li_tt,2001,PG-13,1h 41m,6.1,127K,"June 8, 2001 (United States)","$38,345,494 ","$13,408,351 ","$98,376,292 ","June 8, 2001"
1647969587-1362,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Jurassic World,Jurassic World,https://www.imdb.com/title/tt0369610/?ref_=adv_li_tt,2015,G,2h 4m,7,616K,"June 11, 2015 (Thailand)","$653,406,625 ","$208,806,270 ","$1,671,537,444 ","June 11, 2015"
1647972875-2054,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Debt,The Debt,https://www.imdb.com/title/tt1226753/?ref_=adv_li_tt,2010,R,1h 53m,6.8,69K,"August 31, 2011 (United States)","$31,177,548 ","$9,909,499 ","$45,636,368 ","August 31, 2011"
